invoice_date,invoice_reference,invoice_category,invoice_payment_method,invoice_amount,username
16/02/2026,INV/2026/02295,lazer,PT50123456789,163.32,maria
16/02/2026,INV/2026/02200,viagens,PT50987654321,5183.36,maria
16/02/2026,INV/2026/04300,educacao,MASTERCARD,909.02,miguel
16/02/2026,INV/2026/00284,cars,PT50123456789,268399.26,ana
16/02/2026,INV/2026/03682,casa,VISA,7294.76,maria
16/02/2026,INV/2026/00010,saude,PAYPAL,89.72,goncalo
16/02/2026,INV/2026/04217,saude,VISA,285.8,joao
16/03/2023,INV/2023/00838,alimentacao,PT50987654321,186.46,goncalo
16/03/2023,INV/2023/01413,viagens,MBWAY,7120.57,rita
16/03/2023,INV/2023/01885,cars,PT50444555666,305365.85,goncalo
16/03/2023,INV/2023/01389,tecnologia,VISA,345.1,maria
16/03/2023,INV/2023/03834,lazer,PT50987654321,325.41,pedro
16/03/2024,INV/2024/01035,saude,PT50987654321,24969.39,sofia
16/03/2024,INV/2024/03279,viagens,PT50444555666,269.62,pedro
16/03/2024,INV/2024/00658,viagens,MBWAY,6889.48,miguel
16/03/2024,INV/2024/01465,casa,MBWAY,7318.76,sofia
16/03/2025,INV/2025/03422,cars,4553363636,215487.44,goncalo
16/03/2025,INV/2025/04621,tecnologia,VISA,3078.04,pedro
16/03/2025,INV/2025/03897,saude,PT50444555666,1825.67,pedro
16/03/2026,INV/2026/04448,cars,MASTERCARD,99841.11,ana
16/03/2026,INV/2026/04180,viagens,4553363636,893.7,miguel
16/03/2026,INV/2026/04109,alimentacao,VISA,121.65,sofia
16/03/2026,INV/2026/03890,viagens,PAYPAL,7090.69,joao
16/04/2023,INV/2023/01385,saude,PT50123456789,14293.5,ana
16/04/2023,INV/2023/02131,saude,PT50987654321,1145.87,rita
16/04/2023,INV/2023/03207,educacao,MASTERCARD,2097.96,miguel
16/04/2023,INV/2023/03824,tecnologia,PT50444555666,1796.05,pedro
16/04/2023,INV/2023/04912,casa,VISA,3454.34,goncalo
16/04/2024,INV/2024/04558,casa,PT50987654321,6056.86,rita
16/04/2024,INV/2024/00190,lazer,VISA,713.62,maria
16/04/2024,INV/2024/02308,saude,MASTERCARD,1476.77,joao
16/04/2024,INV/2024/00112,tecnologia,PT50123456789,473.03,rita
16/04/2024,INV/2024/01356,educacao,VISA,386.84,goncalo
16/04/2024,INV/2024/04633,viagens,MASTERCARD,5324.13,rita
16/04/2024,INV/2024/01496,cars,PT50444555666,142415.0,joao
16/04/2024,INV/2024/00616,educacao,MASTERCARD,1723.6,ana
16/04/2025,INV/2025/04046,educacao,PAYPAL,2378.49,joao
16/04/2025,INV/2025/01219,saude,VISA,779.18,sofia
16/04/2025,INV/2025/01074,viagens,MBWAY,2544.8,joao
16/04/2025,INV/2025/04921,cars,PT50987654321,216254.58,rita
16/04/2025,INV/2025/01099,tecnologia,VISA,4952.38,sofia
16/04/2025,INV/2025/04990,educacao,PAYPAL,1496.29,rita
16/04/2025,INV/2025/02904,viagens,VISA,1001.3,pedro
16/04/2026,INV/2026/03896,alimentacao,PAYPAL,242.0,joao
16/04/2026,INV/2026/03704,alimentacao,MASTERCARD,60.39,ana
16/05/2023,INV/2023/01089,tecnologia,4553363636,4718.1,sofia
16/05/2023,INV/2023/03336,educacao,VISA,1385.78,sofia
16/05/2024,INV/2024/02933,viagens,4553363636,5924.98,miguel
16/05/2024,INV/2024/00194,viagens,MBWAY,4812.39,miguel
16/05/2024,INV/2024/02232,alimentacao,PT50444555666,2912.48,sofia
16/05/2024,INV/2024/03710,alimentacao,PT50444555666,128.01,pedro
16/05/2025,INV/2025/02713,saude,PT50444555666,322.42,miguel
16/05/2025,INV/2025/02583,viagens,PAYPAL,446.27,ana
16/05/2025,INV/2025/00385,cars,VISA,288392.08,pedro
16/05/2025,INV/2025/02033,saude,4553363636,948.59,sofia
16/05/2025,INV/2025/04916,lazer,MBWAY,781.18,rita
16/05/2026,INV/2026/00559,educacao,PT50123456789,974.75,pedro
16/05/2026,INV/2026/02042,lazer,PT50987654321,7018.73,joao
16/05/2026,INV/2026/00424,cars,PT50123456789,367545.35,rita
16/05/2026,INV/2026/00035,lazer,MBWAY,630.43,maria
16/05/2026,INV/2026/04021,lazer,VISA,446.58,miguel
16/06/2023,INV/2023/04595,saude,MBWAY,1982.84,goncalo
16/06/2023,INV/2023/04026,viagens,PT50987654321,6036.37,miguel
16/06/2024,INV/2024/04904,alimentacao,VISA,184.2,pedro
16/06/2024,INV/2024/03711,tecnologia,MASTERCARD,4614.46,maria
16/06/2024,INV/2024/02867,educacao,MASTERCARD,1333.89,rita
16/06/2024,INV/2024/02225,tecnologia,PT50123456789,2745.18,maria
16/06/2024,INV/2024/00407,saude,VISA,427.48,maria
16/06/2025,INV/2025/03556,lazer,PT50123456789,424.36,pedro
16/06/2025,INV/2025/02690,alimentacao,4553363636,221.64,rita
16/06/2025,INV/2025/04996,saude,MASTERCARD,1653.72,joao
16/06/2026,INV/2026/01559,alimentacao,MBWAY,253.73,miguel
16/07/2023,INV/2023/03012,alimentacao,4553363636,254.44,pedro
16/07/2023,INV/2023/04641,viagens,MASTERCARD,3943.03,miguel
16/07/2023,INV/2023/02045,tecnologia,4553363636,1248.33,pedro
16/07/2024,INV/2024/04553,saude,PT50987654321,1418.44,joao
16/07/2024,INV/2024/04765,casa,MBWAY,8020.74,joao
16/07/2024,INV/2024/04084,saude,PT50444555666,344.19,maria
16/07/2024,INV/2024/01010,casa,PT50987654321,411.52,sofia
16/07/2025,INV/2025/00921,lazer,PT50987654321,264.93,rita
16/07/2025,INV/2025/00939,saude,MBWAY,1907.05,miguel
16/07/2026,INV/2026/03313,saude,PT50987654321,381.23,miguel
16/07/2026,INV/2026/02435,educacao,PT50987654321,727.59,pedro
16/08/2023,INV/2023/01723,viagens,PAYPAL,7324.89,joao
16/08/2023,INV/2023/02154,saude,MASTERCARD,32208.77,goncalo
16/08/2023,INV/2023/04082,cars,MASTERCARD,460327.37,miguel
16/08/2023,INV/2023/02426,casa,PT50444555666,525.1,goncalo
16/08/2024,INV/2024/00768,lazer,VISA,428.81,rita
16/08/2024,INV/2024/03648,casa,VISA,4767.28,sofia
16/08/2024,INV/2024/01410,casa,PAYPAL,3698.2,miguel
16/08/2024,INV/2024/04571,casa,4553363636,4695.39,joao
16/08/2024,INV/2024/01846,cars,PT50987654321,244094.84,joao
16/08/2025,INV/2025/02597,cars,VISA,131842.52,goncalo
16/08/2025,INV/2025/02350,educacao,VISA,1643.37,goncalo
16/08/2025,INV/2025/00076,viagens,PT50123456789,2241.19,rita
16/08/2025,INV/2025/00366,tecnologia,PAYPAL,3897.47,ana
16/08/2025,INV/2025/02156,alimentacao,4553363636,251.43,miguel
16/08/2026,INV/2026/03019,cars,PT50444555666,390300.98,joao
16/08/2026,INV/2026/03863,casa,PT50987654321,7554.14,rita
16/08/2026,INV/2026/03912,saude,PT50987654321,85.94,joao
16/08/2026,INV/2026/00068,viagens,PT50123456789,4619.22,joao
16/08/2026,INV/2026/01453,cars,4553363636,115474.35,pedro
16/09/2023,INV/2023/00380,tecnologia,VISA,5500.89,goncalo
16/09/2023,INV/2023/03803,tecnologia,PT50444555666,2724.08,goncalo
16/09/2023,INV/2023/04269,alimentacao,VISA,128.36,pedro
16/09/2023,INV/2023/04371,lazer,PT50444555666,34.73,sofia
16/09/2023,INV/2023/02598,tecnologia,PT50444555666,5836.78,miguel
16/09/2023,INV/2023/04828,saude,PT50123456789,323.45,joao
16/09/2024,INV/2024/02179,casa,PT50444555666,2012.65,maria
16/09/2025,INV/2025/02624,alimentacao,PT50987654321,59.69,maria
16/09/2025,INV/2025/02481,alimentacao,4553363636,26.71,rita
16/09/2025,INV/2025/02847,alimentacao,VISA,229.73,pedro
16/09/2026,INV/2026/00779,alimentacao,PAYPAL,95.59,rita
16/09/2026,INV/2026/03445,educacao,PT50987654321,409.42,maria
16/09/2026,INV/2026/00751,alimentacao,MBWAY,32.81,miguel
16/09/2026,INV/2026/00851,alimentacao,PT50987654321,214.41,ana
16/09/2026,INV/2026/02279,educacao,PT50987654321,2100.93,joao
16/10/2023,INV/2023/04403,alimentacao,PT50444555666,237.24,maria
16/10/2024,INV/2024/02771,alimentacao,PAYPAL,37.82,ana
16/10/2025,INV/2025/02418,tecnologia,VISA,3643.06,ana
16/10/2025,INV/2025/01220,educacao,PT50444555666,394.38,maria
16/10/2026,INV/2026/04577,alimentacao,PT50987654321,114.69,sofia
16/11/2023,INV/2023/01517,cars,VISA,286748.12,maria
16/11/2024,INV/2024/00131,cars,PT50123456789,227892.79,sofia
16/11/2024,INV/2024/02554,viagens,4553363636,5213.12,ana
16/11/2024,INV/2024/03273,saude,PAYPAL,1678.54,miguel
16/11/2024,INV/2024/04862,lazer,4553363636,86.37,pedro
16/11/2025,INV/2025/04415,viagens,PAYPAL,1092.01,joao
16/11/2025,INV/2025/02123,tecnologia,VISA,185.14,goncalo
16/11/2026,INV/2026/02802,cars,PAYPAL,482732.65,miguel
16/11/2026,INV/2026/02636,viagens,PT50987654321,2426.7,ana
16/11/2026,INV/2026/04412,alimentacao,4553363636,181.45,joao
16/11/2026,INV/2026/01828,tecnologia,MBWAY,4751.03,joao
16/11/2026,INV/2026/03959,lazer,PT50444555666,689.19,joao
16/11/2026,INV/2026/04319,cars,PT50444555666,365340.08,miguel
16/12/2023,INV/2023/00240,casa,4553363636,556.1,pedro
16/12/2023,INV/2023/02990,viagens,MASTERCARD,570.98,miguel
16/12/2023,INV/2023/04964,viagens,MASTERCARD,433.26,rita
16/12/2024,INV/2024/00455,saude,MASTERCARD,1123.49,goncalo
16/12/2025,INV/2025/04864,cars,MASTERCARD,238971.01,miguel
16/12/2026,INV/2026/03354,cars,PT50123456789,221602.95,ana
17/01/2023,INV/2023/04918,saude,MASTERCARD,1363.89,sofia
17/01/2023,INV/2023/02763,alimentacao,MASTERCARD,290.81,miguel
17/01/2023,INV/2023/00857,cars,VISA,11023.87,pedro
17/01/2024,INV/2024/01503,alimentacao,PT50987654321,127.34,sofia
17/01/2024,INV/2024/02989,lazer,4553363636,109.58,rita
17/01/2024,INV/2024/02621,lazer,PT50123456789,472.28,rita
17/01/2025,INV/2025/01132,saude,MASTERCARD,16560.59,sofia
17/01/2025,INV/2025/04884,educacao,PAYPAL,1387.77,pedro
17/01/2025,INV/2025/02146,saude,MBWAY,996.58,rita
17/01/2026,INV/2026/02388,saude,PT50987654321,452.96,miguel
17/01/2026,INV/2026/00239,casa,MASTERCARD,2855.9,sofia
17/01/2026,INV/2026/01499,casa,VISA,9002.62,goncalo
17/01/2026,INV/2026/03561,cars,MASTERCARD,480564.39,maria
17/01/2026,INV/2026/00145,casa,PT50987654321,9071.7,ana
17/01/2026,INV/2026/02280,cars,PT50987654321,212075.14,rita
17/01/2026,INV/2026/03911,cars,MASTERCARD,313026.27,maria
17/01/2026,INV/2026/02093,cars,PT50123456789,388202.92,sofia
17/01/2026,INV/2026/02293,cars,MASTERCARD,205666.24,miguel
17/02/2023,INV/2023/00252,alimentacao,VISA,82.39,pedro
17/02/2023,INV/2023/02634,tecnologia,4553363636,130.47,ana
17/02/2023,INV/2023/01809,educacao,PT50444555666,9124.13,goncalo
17/02/2023,INV/2023/04184,cars,PT50987654321,413994.34,miguel
17/02/2023,INV/2023/00006,cars,PAYPAL,283526.25,pedro
17/02/2023,INV/2023/01603,alimentacao,4553363636,48.67,joao
17/02/2024,INV/2024/00567,educacao,MBWAY,1261.85,goncalo
17/02/2024,INV/2024/02229,casa,PT50123456789,2575.31,sofia
17/02/2024,INV/2024/01087,cars,MBWAY,429673.78,pedro
17/02/2024,INV/2024/00062,educacao,PT50987654321,1731.89,joao
17/02/2024,INV/2024/04446,cars,MBWAY,372457.33,miguel
17/02/2025,INV/2025/04037,educacao,PT50987654321,669.16,miguel
17/02/2025,INV/2025/02780,saude,VISA,621.91,pedro
17/02/2026,INV/2026/02357,lazer,PT50444555666,241.14,goncalo
17/02/2026,INV/2026/03714,viagens,PT50123456789,2727.04,miguel
17/02/2026,INV/2026/03014,casa,MBWAY,8533.92,sofia
17/03/2023,INV/2023/01788,cars,PT50987654321,22959.25,joao
17/03/2023,INV/2023/02262,tecnologia,PAYPAL,4468.27,joao
17/03/2023,INV/2023/02433,alimentacao,PT50444555666,234.66,goncalo
17/03/2023,INV/2023/01433,casa,4553363636,7231.81,miguel
17/03/2024,INV/2024/02094,saude,VISA,348.36,maria
17/03/2024,INV/2024/00737,lazer,PT50987654321,138.41,joao
17/03/2024,INV/2024/04797,viagens,MBWAY,6373.63,pedro
17/03/2024,INV/2024/02837,lazer,PAYPAL,521.88,maria
17/03/2024,INV/2024/04144,casa,MASTERCARD,3691.97,sofia
17/03/2025,INV/2025/03333,tecnologia,VISA,3981.91,joao
17/03/2025,INV/2025/00797,casa,MBWAY,3278.4,miguel
17/03/2026,INV/2026/03628,viagens,VISA,7971.19,sofia
17/03/2026,INV/2026/01140,casa,PT50123456789,3113.11,sofia
17/03/2026,INV/2026/01850,lazer,MASTERCARD,622.65,maria
17/03/2026,INV/2026/00018,lazer,PT50123456789,728.26,sofia
17/03/2026,INV/2026/00726,saude,MASTERCARD,1067.84,pedro
17/03/2026,INV/2026/04447,cars,MASTERCARD,101223.59,sofia
17/03/2026,INV/2026/02738,casa,PT50444555666,1309.06,goncalo
17/04/2023,INV/2023/04666,educacao,VISA,2300.65,maria
17/04/2023,INV/2023/03230,alimentacao,PT50987654321,296.6,miguel
17/04/2023,INV/2023/01692,saude,MASTERCARD,771.74,sofia
17/04/2023,INV/2023/03287,cars,PT50987654321,228125.48,goncalo
17/04/2024,INV/2024/03137,alimentacao,VISA,206.21,maria
17/04/2025,INV/2025/00929,viagens,4553363636,7211.99,joao
17/04/2025,INV/2025/02783,saude,MASTERCARD,1850.54,pedro
17/04/2026,INV/2026/02174,cars,VISA,426630.03,goncalo
17/04/2026,INV/2026/02895,lazer,PT50987654321,115.01,pedro
17/05/2023,INV/2023/03659,casa,MBWAY,1117.79,joao
17/05/2023,INV/2023/01204,lazer,PT50444555666,867.82,rita
17/05/2023,INV/2023/01526,saude,MASTERCARD,658.88,miguel
17/05/2025,INV/2025/00021,tecnologia,MBWAY,5331.1,joao
17/05/2025,INV/2025/02320,cars,PT50444555666,129249.96,maria
17/05/2025,INV/2025/00515,viagens,4553363636,2333.92,goncalo
17/05/2026,INV/2026/03870,viagens,4553363636,1970.09,rita
17/05/2026,INV/2026/00716,casa,VISA,1797.39,maria
17/06/2023,INV/2023/03128,saude,PAYPAL,954.81,pedro
17/06/2024,INV/2024/00991,casa,PT50123456789,6258.36,maria
17/06/2024,INV/2024/00607,tecnologia,PT50444555666,165168.58,pedro
17/06/2024,INV/2024/00738,alimentacao,4553363636,297.38,joao
17/06/2025,INV/2025/00920,lazer,MASTERCARD,304.37,joao
17/06/2025,INV/2025/01250,saude,MBWAY,1135.32,ana
17/06/2026,INV/2026/03888,saude,PT50987654321,991.33,rita
17/06/2026,INV/2026/03727,educacao,PT50987654321,400.54,sofia
17/06/2026,INV/2026/01247,lazer,4553363636,883.05,maria
17/07/2023,INV/2023/03490,alimentacao,MASTERCARD,224.92,pedro
17/07/2023,INV/2023/01376,cars,VISA,460863.41,joao
17/07/2023,INV/2023/01812,saude,PT50987654321,797.11,maria
17/07/2023,INV/2023/01869,alimentacao,PT50444555666,134.04,maria
17/07/2023,INV/2023/01402,alimentacao,PT50987654321,237.68,joao
17/07/2023,INV/2023/04876,cars,MBWAY,82225.41,joao
17/07/2023,INV/2023/03176,alimentacao,4553363636,184.01,ana
17/07/2023,INV/2023/03073,cars,PT50987654321,84638.01,ana
17/07/2023,INV/2023/00820,viagens,MBWAY,443.92,joao
17/07/2023,INV/2023/00244,viagens,VISA,4876.62,joao
17/07/2023,INV/2023/00503,cars,VISA,7696.44,sofia
17/07/2024,INV/2024/03406,alimentacao,MASTERCARD,242.13,joao
17/07/2024,INV/2024/00094,educacao,PAYPAL,663.83,sofia
17/07/2025,INV/2025/02496,lazer,PT50987654321,701.19,joao
17/07/2025,INV/2025/02251,cars,PT50123456789,496212.22,goncalo
17/07/2025,INV/2025/01051,cars,PT50444555666,198515.22,goncalo
17/07/2025,INV/2025/04279,educacao,MBWAY,2270.85,sofia
17/07/2026,INV/2026/04631,alimentacao,MBWAY,160.6,pedro
17/08/2023,INV/2023/03963,cars,PAYPAL,48323.18,miguel
17/08/2023,INV/2023/00808,alimentacao,VISA,93.28,miguel
17/08/2023,INV/2023/01639,casa,MBWAY,1245.03,rita
17/08/2023,INV/2023/02654,tecnologia,PT50987654321,1487.55,goncalo
17/08/2024,INV/2024/01329,educacao,MBWAY,205.08,rita
17/08/2024,INV/2024/00880,lazer,PT50987654321,581.52,miguel
17/08/2024,INV/2024/04659,educacao,PT50444555666,610.84,goncalo
17/08/2024,INV/2024/02211,lazer,4553363636,703.76,rita
17/08/2024,INV/2024/02824,educacao,4553363636,2031.83,miguel
17/08/2024,INV/2024/03208,saude,VISA,122.96,goncalo
17/08/2025,INV/2025/02032,lazer,PT50123456789,726.55,goncalo
17/08/2025,INV/2025/03612,saude,4553363636,130.17,miguel
17/08/2026,INV/2026/02169,tecnologia,MASTERCARD,4301.65,joao
17/08/2026,INV/2026/01101,lazer,VISA,772.29,pedro
17/08/2026,INV/2026/04272,tecnologia,MASTERCARD,2588.78,miguel
17/09/2023,INV/2023/03660,casa,MBWAY,1914.55,rita
17/09/2023,INV/2023/03619,cars,4553363636,37616.53,sofia
17/09/2023,INV/2023/01623,alimentacao,PAYPAL,57.72,ana
17/09/2023,INV/2023/02006,alimentacao,PT50123456789,58.49,miguel
17/09/2024,INV/2024/03387,casa,PT50987654321,4535.77,sofia
17/09/2024,INV/2024/02732,tecnologia,PT50444555666,3557.12,ana
17/09/2024,INV/2024/02701,tecnologia,VISA,5770.27,ana
17/09/2025,INV/2025/03903,viagens,4553363636,4270.76,goncalo
17/09/2026,INV/2026/03277,lazer,PT50123456789,969.89,joao
17/09/2026,INV/2026/01257,educacao,VISA,2224.64,miguel
17/09/2026,INV/2026/00984,cars,4553363636,55378.81,miguel
17/09/2026,INV/2026/03702,viagens,PT50444555666,6028.56,miguel
17/09/2026,INV/2026/04287,viagens,PT50444555666,2396.07,pedro
17/09/2026,INV/2026/03465,saude,PT50123456789,913.84,pedro
17/09/2026,INV/2026/03783,viagens,PT50987654321,1222.88,joao
17/09/2026,INV/2026/02800,cars,PAYPAL,381002.1,sofia
17/10/2023,INV/2023/04608,tecnologia,MASTERCARD,2297.46,maria
17/10/2023,INV/2023/02902,cars,PAYPAL,743686.27,maria
17/10/2023,INV/2023/03578,casa,PT50123456789,9553.08,rita
17/10/2023,INV/2023/04278,educacao,PT50444555666,2419.28,joao
17/10/2024,INV/2024/01041,casa,MBWAY,2442.4,ana
17/10/2024,INV/2024/04012,lazer,PAYPAL,821.14,joao
17/10/2024,INV/2024/03032,casa,PAYPAL,2102.85,sofia
17/10/2024,INV/2024/04644,cars,4553363636,245631.43,pedro
17/10/2024,INV/2024/03210,cars,PT50123456789,494033.12,sofia
17/10/2025,INV/2025/04728,cars,PAYPAL,167425.94,rita
17/10/2025,INV/2025/03020,tecnologia,PT50987654321,1175.03,goncalo
17/10/2025,INV/2025/04162,lazer,PT50123456789,866.17,pedro
17/10/2025,INV/2025/00949,educacao,PT50444555666,535.03,rita
17/10/2025,INV/2025/04235,lazer,PT50987654321,785.62,maria
17/10/2025,INV/2025/02269,lazer,PAYPAL,930.48,goncalo
17/10/2026,INV/2026/01777,casa,PT50987654321,5011.63,sofia
17/10/2026,INV/2026/00913,tecnologia,MASTERCARD,4678.12,rita
17/10/2026,INV/2026/03268,tecnologia,PT50444555666,3828.63,maria
17/10/2026,INV/2026/01009,educacao,PT50444555666,2183.85,ana
17/10/2026,INV/2026/01998,saude,MBWAY,792.3,ana
17/11/2023,INV/2023/04115,alimentacao,MBWAY,144.43,maria
17/11/2023,INV/2023/03353,lazer,MASTERCARD,62.59,pedro
17/11/2023,INV/2023/04194,alimentacao,VISA,44.24,joao
17/11/2024,INV/2024/04652,lazer,PT50444555666,335.95,rita
17/11/2024,INV/2024/04742,saude,PT50987654321,1751.22,joao
17/11/2024,INV/2024/03701,tecnologia,PT50987654321,4354.04,sofia
17/11/2024,INV/2024/00673,casa,MBWAY,1326.04,maria
17/11/2025,INV/2025/03303,educacao,PT50444555666,69.67,goncalo
17/11/2025,INV/2025/03833,tecnologia,VISA,5219.19,goncalo
17/11/2025,INV/2025/00591,saude,MBWAY,1375.22,maria
17/11/2025,INV/2025/00587,lazer,4553363636,81.06,miguel
17/11/2025,INV/2025/03815,casa,PT50987654321,1344.77,sofia
17/11/2025,INV/2025/01378,educacao,PT50444555666,1311.15,pedro
17/11/2026,INV/2026/01249,cars,VISA,311467.2,maria
17/11/2026,INV/2026/01737,educacao,PT50444555666,1454.2,goncalo
17/11/2026,INV/2026/03441,saude,PT50444555666,711.33,joao
17/11/2026,INV/2026/04647,saude,VISA,1632.33,ana
17/12/2023,INV/2023/04499,tecnologia,PT50123456789,4214.34,maria
17/12/2023,INV/2023/03650,tecnologia,4553363636,2880.92,joao
17/12/2023,INV/2023/01895,saude,4553363636,22604.29,joao
17/12/2023,INV/2023/02335,casa,PAYPAL,6817.05,goncalo
17/12/2023,INV/2023/03706,saude,4553363636,1104.5,sofia
17/12/2024,INV/2024/01879,cars,4553363636,499044.31,ana
17/12/2024,INV/2024/00980,cars,MASTERCARD,360659.9,maria
17/12/2025,INV/2025/04526,educacao,MASTERCARD,392.44,maria
17/12/2025,INV/2025/01349,educacao,PT50444555666,713.56,miguel
17/12/2025,INV/2025/01834,saude,PT50123456789,1022.14,sofia
17/12/2026,INV/2026/04363,tecnologia,MBWAY,18766.35,rita
17/12/2026,INV/2026/03436,casa,PT50444555666,5968.9,rita
18/01/2023,INV/2023/01522,tecnologia,PAYPAL,4193.59,goncalo
18/01/2023,INV/2023/03973,educacao,VISA,1873.51,maria
18/01/2023,INV/2023/01569,tecnologia,PAYPAL,5292.22,joao
18/01/2023,INV/2023/00135,saude,MBWAY,883.31,joao
18/01/2023,INV/2023/00073,tecnologia,VISA,2536.5,sofia
18/01/2023,INV/2023/01468,saude,PT50123456789,1459.01,rita
18/01/2023,INV/2023/02651,alimentacao,MBWAY,38.33,pedro
18/01/2024,INV/2024/01579,cars,MASTERCARD,78852.81,sofia
18/01/2025,INV/2025/01843,educacao,MBWAY,2145.62,pedro
18/01/2025,INV/2025/03420,alimentacao,PT50123456789,68.52,pedro
18/01/2026,INV/2026/02315,cars,MASTERCARD,209093.59,rita
18/02/2023,INV/2023/04922,saude,VISA,1630.9,sofia
18/02/2023,INV/2023/00956,lazer,MBWAY,885.66,joao
18/02/2023,INV/2023/01758,saude,PAYPAL,1709.44,ana
18/02/2023,INV/2023/04331,lazer,PAYPAL,517.92,pedro
18/02/2023,INV/2023/04181,lazer,MASTERCARD,429.3,rita
18/02/2024,INV/2024/02466,viagens,4553363636,5484.45,joao
18/02/2024,INV/2024/03632,casa,PT50123456789,4397.68,miguel
18/02/2024,INV/2024/00890,casa,MBWAY,8518.8,pedro
18/02/2024,INV/2024/00932,alimentacao,PT50123456789,29.77,maria
18/02/2024,INV/2024/03544,viagens,PAYPAL,7306.44,joao
18/02/2025,INV/2025/04005,saude,PT50444555666,617.79,maria
18/02/2025,INV/2025/04299,viagens,MBWAY,3796.4,maria
18/02/2025,INV/2025/02879,casa,PT50123456789,2778.89,goncalo
18/02/2025,INV/2025/01673,lazer,PT50987654321,480.29,sofia
18/02/2026,INV/2026/01283,cars,PT50987654321,60082.68,goncalo
18/02/2026,INV/2026/01864,educacao,MASTERCARD,2139.12,rita
18/02/2026,INV/2026/01029,cars,PAYPAL,273111.34,rita
18/02/2026,INV/2026/01143,viagens,MBWAY,7219.36,miguel
18/03/2023,INV/2023/01498,casa,MASTERCARD,1360.37,joao
18/03/2023,INV/2023/03831,tecnologia,VISA,2338.74,ana
18/03/2023,INV/2023/01814,lazer,VISA,839.08,joao
18/03/2024,INV/2024/04808,alimentacao,MASTERCARD,269.81,maria
18/03/2024,INV/2024/03962,cars,PT50123456789,278865.89,miguel
18/03/2024,INV/2024/03755,alimentacao,MBWAY,126.23,maria
18/03/2025,INV/2025/03075,viagens,PT50123456789,2882.93,goncalo
18/03/2025,INV/2025/02998,viagens,PT50987654321,1492.19,joao
18/03/2026,INV/2026/02071,tecnologia,PAYPAL,2587.21,pedro
18/03/2026,INV/2026/01922,educacao,4553363636,1023.61,maria
18/04/2023,INV/2023/03637,saude,PT50123456789,1560.13,sofia
18/04/2023,INV/2023/00833,lazer,PT50987654321,427.11,goncalo
18/04/2023,INV/2023/01600,cars,PAYPAL,469782.99,ana
18/04/2023,INV/2023/04979,casa,VISA,8513.17,rita
18/04/2024,INV/2024/04992,casa,MASTERCARD,5139.09,joao
18/04/2024,INV/2024/01243,lazer,MBWAY,711.39,sofia
18/04/2024,INV/2024/03722,cars,PT50123456789,383863.7,maria
18/04/2024,INV/2024/04205,alimentacao,PT50987654321,130.52,miguel
18/04/2025,INV/2025/04468,cars,PT50444555666,117156.44,maria
18/04/2025,INV/2025/01772,casa,PT50123456789,4993.26,ana
18/04/2025,INV/2025/02176,tecnologia,PAYPAL,3678.69,sofia
18/04/2025,INV/2025/03141,lazer,PT50987654321,755.95,maria
18/04/2025,INV/2025/02887,lazer,PT50123456789,433.12,pedro
18/04/2026,INV/2026/04962,saude,VISA,1880.38,miguel
18/05/2023,INV/2023/01331,cars,PT50123456789,28136.45,goncalo
18/05/2023,INV/2023/02514,lazer,VISA,475.41,rita
18/05/2024,INV/2024/04034,casa,PT50444555666,7334.71,sofia
18/05/2026,INV/2026/04210,casa,PT50123456789,191.46,ana
18/05/2026,INV/2026/01007,cars,4553363636,442281.43,goncalo
18/05/2026,INV/2026/01370,casa,MBWAY,4617.13,pedro
18/05/2026,INV/2026/02423,viagens,MASTERCARD,2480.46,rita
18/06/2023,INV/2023/01747,cars,MASTERCARD,447426.11,joao
18/06/2023,INV/2023/02767,educacao,PT50444555666,2467.71,rita
18/06/2023,INV/2023/04479,saude,MBWAY,1313.48,miguel
18/06/2023,INV/2023/00535,viagens,PT50987654321,4029.45,maria
18/06/2023,INV/2023/03107,saude,4553363636,568.47,maria
18/06/2023,INV/2023/03147,casa,PAYPAL,9509.38,miguel
18/06/2023,INV/2023/02324,viagens,MBWAY,772.21,miguel
18/06/2023,INV/2023/03094,alimentacao,MASTERCARD,139.88,maria
18/06/2024,INV/2024/02203,tecnologia,MBWAY,2550.22,rita
18/06/2024,INV/2024/01180,casa,VISA,2159.15,sofia
18/06/2025,INV/2025/04816,tecnologia,PAYPAL,3271.86,ana
18/06/2026,INV/2026/02587,educacao,PT50444555666,1046.03,goncalo
18/07/2023,INV/2023/00052,lazer,PAYPAL,397.35,joao
18/07/2023,INV/2023/00498,viagens,4553363636,1128.96,miguel
18/07/2023,INV/2023/02814,viagens,PT50987654321,102429.68,sofia
18/07/2023,INV/2023/04908,viagens,VISA,2848.0,maria
18/07/2024,INV/2024/03698,tecnologia,MBWAY,1436.87,sofia
18/07/2024,INV/2024/01327,cars,VISA,252451.27,joao
18/07/2024,INV/2024/00952,alimentacao,PAYPAL,161.93,rita
18/07/2024,INV/2024/02043,alimentacao,MASTERCARD,163.43,miguel
18/07/2024,INV/2024/03342,alimentacao,PT50123456789,80.31,ana
18/07/2024,INV/2024/01708,educacao,PAYPAL,1560.72,joao
18/07/2024,INV/2024/01700,alimentacao,MBWAY,109.63,ana
18/07/2024,INV/2024/01841,tecnologia,4553363636,35011.32,maria
18/07/2025,INV/2025/02729,casa,VISA,5881.55,miguel
18/07/2025,INV/2025/02975,casa,PT50444555666,4631.64,joao
